img_path,label
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_80/80.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_9/185.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_97/100.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_91/15.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_9/145.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_75/5.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_11/235.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_55/30.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_78/200.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_78/135.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_70/35.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_85/10.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_110/90.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_95/90.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_40/140.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_22/95.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_37/25.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_8/135.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_113/55.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_112/30.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_46/105.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_47/20.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_111/25.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_7/125.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_89/55.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_42/15.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_7/60.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_78/65.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_10/145.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_21/90.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_15/20.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_79/250.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_70/30.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_18/155.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_20/65.png,1
/workspace/DS/Datas/FAS/SiW-Mv2/official/spoof/Paper/Paper_102/20.png,1
